run_id,config_name,split_protocol,model,evaluation_split,seed,metric,value
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,false_negatives,4213.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,validation,42,true_positives,0.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,n,7437.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,accuracy,0.3284926717762538
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,balanced_accuracy,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,macro_precision,0.1642463358881269
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,macro_recall,0.5
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,macro_f1,0.2472672064777328
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,weighted_f1,0.1624509305970421
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,brier_score,0.2719318618386758
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,log_loss,0.7372021107655451
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,ece_10,0.2265979379277835
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,true_negatives,2443.0
20260822T212811Z-ifnd_source_disjoint_v1-682d7b1e,ifnd_source_disjoint_v1,source_disjoint,source_only_logreg,test,42,false_positives,0.0
